text;category;label
Jogurt fantasia kremowy lucky z koniczynkami ;Jogurt;01.1.4.4
Czekolada Lindt Gold z rodzynkami i orzechami;Czekolada;01.1.8.3
Bakoma - Jogurt BIO naturalny;Jogurt;01.1.4.4
Tesco Polskie Wędliny Kiełbasa Krakowska sucha wieprzowa 275 g;Wędliny;01.1.2.7
Krakuski - Herbatniki o smaku maślanym;Pozostałe wyroby piekarskie;01.1.1.4
Herbatniki Milka Choco Biscuit maślane z alpejską czekoladą mleczną ;Pozostałe wyroby piekarskie;01.1.1.4
Lipton Ice Tea Lemon Napój niegazowany 500 ml;Napoje orzeźwiające;01.2.2.2
Sante - Go On! Masło orzechowe;Margaryna i inne tłuszcze roślinne;01.1.5.2
Zupa Winiary barszcz czerwony;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
KotĂˇnyi - Pieprz kolorowy młynek;Sól, przyprawy korzenne i zioła kulinarne;01.1.9.2
MĂĽller MĂĽllermilch Napój mleczny o smaku mango 400 g;Pozostałe produkty mleczne;01.1.4.6
Winiary Pomysł na... Soczystego kurczaka w rozmarynie i ziołach 35 g;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Kupiec - Slim Wafle ryżowe z chia;Pozostałe wyroby piekarskie;01.1.1.4
Ser fourme d`ambert tradilait ;Sery i twarogi;01.1.4.5
Bakalland Żurawina całe owoce 100 g;Owoce suszone i orzechy;01.1.6.3
Lody carte d'or truskawka;Lody;01.1.8.5
Kinga Pienińska Naturalna woda mineralna niegazowana niskosodowa 700 ml;Wody mineralne lub źródlane;01.2.2.1
Tesco Hazelnuts and Honey Ciastka zbożowe 300 g (6 x 50 g);Pozostałe wyroby piekarskie;01.1.1.4
Mrożony agrest owoce mrożone;Owoce mrożone;01.1.6.2
sum filet 300g;Ryby świeże lub chłodzone;01.1.3.1
Sante - Pasztet sojowy z papryką;Gotowe dania;01.1.9.4
Dropsy Cavendish & Harvey wieloowocowe;Wyroby cukiernicze;01.1.8.4
Przepiórka tuszka Pakowana po 4 sztuki (720g) - produkt mrożony;Pozostałe mięsa;01.1.2.5
Galbani - Mozzarella light;Sery i twarogi;01.1.4.5
Winiary Pomysł na... Lasagne po bolońsku z parmezanem 45 g;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Tymbark - Sok jabłko;Soki owocowe i warzywne;01.2.2.3
Naleśniki serowe ;Pizza i inne półprodukty mączne;01.1.1.5
Sum w zalewie domowej ;Pozostałe przetwory z ryb i owoców morza;01.1.3.6
Cheddar Mature ;Sery i twarogi;01.1.4.5
Pitahaya czerwona 1 szt.;Owoce świeże lub chłodzone;01.1.6.1
Bombonierka delissimo assorted ;Wyroby cukiernicze;01.1.8.4
Płatki Fitella tropikalne;Płatki śniadaniowe;01.1.1.7
Cenos - Groch żółty łuskany;Warzywa suszone i pozostałe przetwory warzywne;01.1.7.3
Maślanka pieczone jabłko ;Pozostałe produkty mleczne;01.1.4.6
HALIBUT NIEBIESKI MSC ZE SKÓRĄ MROŻONY PORCJE 450 g - BETTER FISH;Ryby mrożone;01.1.3.2
Owocowa Rozkosz Dżem jabłko z wanilią niskosłodzony 250 g;Dżemy, marmolady i miód;01.1.8.2
Schweppes Bitter Lemon Napój gazowany 0,9 l;Napoje orzeźwiające;01.2.2.2
Imbir ;Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
Mlekovita Mleko W Proszku Instant Odtłuszczone 1kg;Mleko zagęszczone i w proszku;01.1.4.3
Kiełki Fasoli mung ;Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
Lisner Filety śledziowe z chili i pietruszką 200 g;Pozostałe przetwory z ryb i owoców morza;01.1.3.6
Packers Best Strawberry Infusion Herbatka owocowa 40 g (20 torebek);Herbata;01.2.1.2
Tesco Value Musztarda rosyjska 210 g;Sosy, przyprawy;01.1.9.1
Żelki nimm 2 Śmiejżelki owocowo - jogurtowe ;Wyroby cukiernicze;01.1.8.4
Pomidorki cherry luz;Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
Zupa ogórkowa Winiary - Jak u Mamy;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Mięso na gulasz z lamy;Pozostałe mięsa;01.1.2.5
Mlekovita MLEKO W PROSZKU PEŁNE 26% 500gMlekovita;Mleko zagęszczone i w proszku;01.1.4.3
Jabłko czerwone (różne odmiany) - kg;Owoce świeże lub chłodzone;01.1.6.1
Blue Dragon - Słodki sos chili z czosnkiem i octem ryżowym.;Sosy, przyprawy;01.1.9.1
Mandarynki - opakowanie 2kg;Owoce świeże lub chłodzone;01.1.6.1
Miód Leśny Dwór lipowy;Dżemy, marmolady i miód;01.1.8.2
Pierogi z kurczakiem ;Pizza i inne półprodukty mączne;01.1.1.5
Lajkonik Junior Safari Drobne pieczywo o smaku waniliowym 125 g;Pozostałe wyroby piekarskie;01.1.1.4
Jacobs Kronung Decaff Kawa bezkofeinowa mielona 250 g;Kawa;01.2.1.1
Morliny - Sznycle z fileta z piersi indyka;Mięso drobiowe;01.1.2.4
Bobovita - Obiadek makaron z tuńczykiem i warzywami;Żywność dla dzieci;01.1.9.3
Tesco Jarmuż 200 g;Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
Mleko gostyńskie zagęszczone niesłodzone 7,5% 6 kg;Mleko zagęszczone i w proszku;01.1.4.3
Ozór wieprzowy;Mięso wieprzowe;01.1.2.2
Danone Fantasia Jogurt kremowy z wiśniami 122 g;Jogurt;01.1.4.4
Kamis - Zioła prowansalskie;Sól, przyprawy korzenne i zioła kulinarne;01.1.9.2
Tesco Pasztet drobiowo-wieprzowy 100 g;Pozostałe przetwory mięsne;01.1.2.8
Bifix Dżem jeżyna 290 g;Dżemy, marmolady i miód;01.1.8.2
Deser mleczny monte smerfy ;Pozostałe produkty mleczne;01.1.4.6
Coca-Cola Napój gazowany 500 ml;Napoje orzeźwiające;01.2.2.2
Seacon - Homar Kamadyjski mrożony;Owoce morza mrożone;01.1.3.4
Bebiko - Mleko 2R z kleikiem ryżowym po 6 miesiącu życia;Żywność dla dzieci;01.1.9.3
Firma Roleski Delikatesowa Musztarda chrzanowa 175 g;Sosy, przyprawy;01.1.9.1
Planton - Kokos Jagoda jogurt;Pozostałe produkty mleczne;01.1.4.6
Deser Hipp Jabłka;Żywność dla dzieci;01.1.9.3
Tiger Energy Drink Gazowany napój energetyzujący 250 ml;Napoje orzeźwiające;01.2.2.2
Huzar Miód sztuczny płynny 370 g;Dżemy, marmolady i miód;01.1.8.2
BORÓWKI ŚWIEŻE BIO 1op;Owoce świeże lub chłodzone;01.1.6.1
Kuropatwa tuszka provincja;Pozostałe mięsa;01.1.2.5
Drobimex Pierś pieczona z pomidorami i ziołami 100 g;Wędliny;01.1.2.7
Bonduelle - Groszek extra drobny;Warzywa suszone i pozostałe przetwory warzywne;01.1.7.3
Bieluch - Serek naturalny lekki 3%;Sery i twarogi;01.1.4.5
Hortex - Zupa wiosenna mrożona;Gotowe dania;01.1.9.4
MĂĽller - Deser Riso malina;Pozostałe produkty mleczne;01.1.4.6
Ryż sushi sonko 2x100g/200g ;Ryż;01.1.1.1
Żywiec Zdrój - Woda źródlana niegazowana 6x700ml;Wody mineralne lub źródlane;01.2.2.1
Sos szaszłykowy firmowy ;Sosy, przyprawy;01.1.9.1
Przyprawa Kamis do ryb ;Sól, przyprawy korzenne i zioła kulinarne;01.1.9.2
Men baton wysokoproteinowy ciasteczkowo-śmietankowy ;Wyroby cukiernicze;01.1.8.4
Algida Big Milk Ciasteczko Lody 1000 ml;Lody;01.1.8.5
Drobex ą†wiartka wędzona z kurczaka;Pozostałe przetwory mięsne;01.1.2.8
Wawel - Czekolada dark 90%;Czekolada;01.1.8.3
Piątnica Śmietana do deserów 36% 200 g;Pozostałe produkty mleczne;01.1.4.6
Dr. Oetker - Soda Oczyszczona;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Carraro Puro Arabica Mieszanka kawy palonej w ziarnach 500 g;Kawa;01.2.1.1
Tesco Gulasz angielski 300 g;Pozostałe przetwory mięsne;01.1.2.8
Barwnik spożywczy czerwony dr.oetker ;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Królik (pół tuszy);Pozostałe mięsa;01.1.2.5
jeżyny - pudełko 500g;Owoce świeże lub chłodzone;01.1.6.1
Blue Dragon - orzechowy sos chiński;Sosy, przyprawy;01.1.9.1
Milka - Cookies XL Choco ciastka z kawałkami czekolady;Pozostałe wyroby piekarskie;01.1.1.4
Felix - Orzeszki ziemne dwukrotnie prażone solone delikatn...Â chrupiące;Przetwory owocowe;01.1.6.4
SCHAB Z DZIKA B/K MROŻONY KG;Pozostałe mięsa;01.1.2.5
Kurkuma - świeża tacka 200 g;Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
Kawa Jacobs Velvet rozpuszczalna ;Kawa;01.2.1.1
Podniesiony Kciuk - Śmietana 18%;Pozostałe produkty mleczne;01.1.4.6
Salami z papryką;Wędliny;01.1.2.7
Uncle Ben's - ryż Meksyk na ostro;Ryż;01.1.1.1
Hortex - Sok jabłkowy, 100%;Soki owocowe i warzywne;01.2.2.3
Skoki zająca 900g;Pozostałe mięsa;01.1.2.5
Uncle Ben's Ryż pełnoziarnisty 1 kg (8 torebek);Ryż;01.1.1.1
POMELO ŻÓŁTE 1SZT;Owoce świeże lub chłodzone;01.1.6.1
Irving Herbata biała granat z agrestem 30 g (20 torebek);Herbata;01.2.1.2
Polski Cukier - Cukier trzcinowy kostka;Cukier;01.1.8.1
Caprio Napój czarna porzeczka 2 l;Napoje orzeźwiające;01.2.2.2
Nestle - Misiowy Deserek mleczno-waniliowy;Żywność dla dzieci;01.1.9.3
Lindt Excellence Czekolada ciemna z pomarańczą i migdałem 100 g;Czekolada;01.1.8.3
Sok Tymbark multiwitamina 100%/0,2l ;Soki owocowe i warzywne;01.2.2.3
FRISCO FRESH Kapusta czerwona krajowa 1 szt.;Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
Tuńczyk mrożony polędwica / 500g;Ryby mrożone;01.1.3.2
Dorsz Bałtycki filet mrożony;Ryby mrożone;01.1.3.2
Czekolada Milka triple Cocoa ;Czekolada;01.1.8.3
Salami Arbuzzese Negrini ;Wędliny;01.1.2.7
Ser gouda śmietanowa bez konserwantów i barwników. ;Sery i twarogi;01.1.4.5
Tarczyński Kabanos Exclusive Easy wieprzowy 95 g;Wędliny;01.1.2.7
Pieczarki;Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
Ideau - Naturalna woda mineralna słabo alkaliczna, zawiera...;Wody mineralne lub źródlane;01.2.2.1
Kabanos exclusive wieprzowy Go! Tarczyński;Wędliny;01.1.2.7
Z babcinej spiżarni - Kiszony kalafior;Warzywa suszone i pozostałe przetwory warzywne;01.1.7.3
Ekologiczny sok z żurawiny ;Soki owocowe i warzywne;01.2.2.3
Pokarm życia - Kiełki rzodkiewki 50 g;Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
Tymbark - H2Owoc napój wieloowocowy z witaminą E. Niegazowan...;Napoje orzeźwiające;01.2.2.2
Mleko półtłuste Puleva Nie zawiera laktozy;Mleko świeże niskotłuszczowe;01.1.4.2
Cukierki Werthers Original z nadzieniem karmelowym ;Wyroby cukiernicze;01.1.8.4
mleko 3,2% uht kuchmistrza karton;Mleko świeże pełne;01.1.4.1
Winiary Pomysł na... Kurczaka z pieczarkami 32 g;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Papryka jalapeno czerwona krojona ;Warzywa suszone i pozostałe przetwory warzywne;01.1.7.3
Żywiec Zdrój Soczysty Napój niegazowany truskawka 1,5 l;Napoje orzeźwiające;01.2.2.2
Tesco Pomidorki cherry 300 g;Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
Przysnacki Chrupki o smaku zielona cebulka 150 g;Chipsy;01.1.7.5
TET British Empire Herbata czarna liściasta 100 g;Herbata;01.2.1.2
Tilapia filet bez skóry, bez ości, glazura 20%;Ryby mrożone;01.1.3.2
Maluta Solan Ser typu bałkańskiego 200 g;Sery i twarogi;01.1.4.5
Serek Kozi NaTurek Nasz twarogowy ziołowy ;Sery i twarogi;01.1.4.5
pomidory [1 kg];Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
Sok Ogrody Natury z jabłek i żurawiny ;Soki owocowe i warzywne;01.2.2.3
Żurawina z gruszką Spiżarnia;Dżemy, marmolady i miód;01.1.8.2
Auchan - Tost pełnoziarnisty;Pozostałe wyroby piekarskie;01.1.1.4
Tesco Finest Mieszanka orzechów karmelizowanych delikatnie solonych 225 g;Przetwory owocowe;01.1.6.4
Jagr smalec wieprzowy;Pozostałe tłuszcze zwierzęce;01.1.5.5
Ser gruyere szwajcarski Jansen ;Sery i twarogi;01.1.4.5
Tesco Crema 100% Arabica Kawa palona ziarnista 1 kg;Kawa;01.2.1.1
Dodatek do dań relish podravka ;Warzywa suszone i pozostałe przetwory warzywne;01.1.7.3
MANIOK jadalny świeży , CASSAVA 1 szt ok.600g-650g;Pozostałe warzywa bulwiaste i przetwory z warzyw bulwiastych;01.1.7.6
pstrąg świeży patroszony z głową;Ryby świeże lub chłodzone;01.1.3.1
Sos Łowicz słodko - kwaśny Pikantny;Sosy, przyprawy;01.1.9.1
Tesco Galaretka o smaku truskawkowym 2 x 75 g;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Malże Pescomar w Sosie królewskim;Pozostałe przetwory z ryb i owoców morza;01.1.3.6
Simsek Herbatniki Petit Beurre kakaowe 300 g;Pozostałe wyroby piekarskie;01.1.1.4
Almette - Serek twarogowy chrzanowy;Sery i twarogi;01.1.4.5
Ciastka Hit Milky ;Pozostałe wyroby piekarskie;01.1.1.4
Tesco Rukola z botwinką 100 g;Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
wężymord skorzonera jadalna;Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
Winiary - Żurek w proszku;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
E. Wedel Bajeczny Czekolada mleczna nadziewana z wafelkami i orzeszkami 100 g;Czekolada;01.1.8.3
Tesco Proszek do pieczenia 6 x 12 g;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Urbanek - Pieczarki marynowane;Warzywa suszone i pozostałe przetwory warzywne;01.1.7.3
Auchan - Pierniki w czekoladzie;Pozostałe wyroby piekarskie;01.1.1.4
SM Gostyń Mleko gostyńskie zagęszczone słodzone 8,0% 530 g;Mleko zagęszczone i w proszku;01.1.4.3
Rolnik - Pieczarki marynowane;Warzywa suszone i pozostałe przetwory warzywne;01.1.7.3
Herbapol Zielnik Polski Rumianek Herbatka ziołowa 30 g (20 saszetek);Herbata;01.2.1.2
Deser Zott z Koroną czekolada ;Pozostałe produkty mleczne;01.1.4.6
Brzoskwinia - Paraguayo 500g;Owoce świeże lub chłodzone;01.1.6.1
Piątnica Twaróg wiejski tłusty 250 g;Sery i twarogi;01.1.4.5
Piątnica Serek wiejski lekki 150 g;Sery i twarogi;01.1.4.5
Melissa Primo Gusto - Makaron rurka trójkolorowy;Makarony i produkty makaronowe;01.1.1.6
Podniesiony Kciuk - Galaretka pomarańczowa;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Łosoś Almar Premium;Ryby i owoce morza suszone, wędzone lub solone;01.1.3.5
Wafel princessa maxi kokosowa biała;Pozostałe wyroby piekarskie;01.1.1.4
Miód Spadziowy ;Dżemy, marmolady i miód;01.1.8.2
Auchan - Biszkopty z galaretką pomarańczowe;Pozostałe wyroby piekarskie;01.1.1.4
Arla - Ser Apetina light z bazylią i oregano;Sery i twarogi;01.1.4.5
Mleko fermentowane actimel naturalny bez dodatku cukru 4*100g ;Pozostałe produkty mleczne;01.1.4.6
Kaminiarz Boczek wędzony krojony 2 x 90 g;Wędliny;01.1.2.7
Podniesiony Kciuk - Pomidory krojone;Warzywa suszone i pozostałe przetwory warzywne;01.1.7.3
Żywiec Zdrój Lemoniada Napój niegazowany limonka & mięta 500 ml;Napoje orzeźwiające;01.2.2.2
Tesco Czosnek świeży;Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
Kupiec - Owsianka Coś na ząb jabłko z bananem;Pozostałe produkty zbożowe;01.1.1.8
Abbondio - Tattoos Gazowany napój bezalkoholowy o smaku tonic;Napoje orzeźwiające;01.2.2.2
Winiary - Kaszotto kasza jaglana z sosem serowym;Mąka i pozostałe zboża;01.1.1.2
Serek Klimeko pieczony ;Sery i twarogi;01.1.4.5
Krakus Konserwa turystyczna 300 g;Pozostałe przetwory mięsne;01.1.2.8
Tymbark Nektar pomarańcza 1,75 l;Soki owocowe i warzywne;01.2.2.3
Saga Herbata czarna 140 g (100 torebek);Herbata;01.2.1.2
Vitax - Herbat zielona ekspresowa, 20t;Herbata;01.2.1.2
Ketchup pikantny bio ;Sosy, przyprawy;01.1.9.1
Woda mineralna delikatnie gazowana nata aqua ;Wody mineralne lub źródlane;01.2.2.1
Felix - Masło orzechowe z kawałkami orzechów;Margaryna i inne tłuszcze roślinne;01.1.5.2
Kubuś Play! Napój z marchwi i owoców marchew jabłko pomarańcza limetka 400 ml;Napoje orzeźwiające;01.2.2.2
Hochland - Tercett ser kremowy topiony w trójkącikach;Sery i twarogi;01.1.4.5
Sól niskosodowa Magdi ;Sól, przyprawy korzenne i zioła kulinarne;01.1.9.2
Kucharek - Przyprawa do potraw;Sól, przyprawy korzenne i zioła kulinarne;01.1.9.2
Mermaid Bay Porcja łososia wędzona na zimno 250 g;Ryby i owoce morza suszone, wędzone lub solone;01.1.3.5
Pasztet Profi drobiowy z pomidorami ;Pozostałe przetwory mięsne;01.1.2.8
Risana Kasza gryczana prażona 2,5 kg;Mąka i pozostałe zboża;01.1.1.2
Orbit White Spearmint Guma do żucia bez cukru 14 g (10 drażetek);Wyroby cukiernicze;01.1.8.4
Tesco Sałatka Węgierska 220 g;Warzywa suszone i pozostałe przetwory warzywne;01.1.7.3
Podniesiony Kciuk - Makaron krajanka jajeczny;Makarony i produkty makaronowe;01.1.1.6
Olza Prince Polo Classic Kruche wafelki z kremem kakaowym oblane czekoladą 28 x 18 g;Pozostałe wyroby piekarskie;01.1.1.4
Winiary Rosół drobiowo-wołowy 120 g (12 sztuk);Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Lisner Premium Łosoś norweski wędzony plastrowany 90 g;Ryby i owoce morza suszone, wędzone lub solone;01.1.3.5
Lisner - Filety śledziowe w oleju;Pozostałe przetwory z ryb i owoców morza;01.1.3.6
Kawa ziarnista prima finezja ;Kawa;01.2.1.1
Tesco Jabłka polskie Szampion słodkie lekko twarde;Owoce świeże lub chłodzone;01.1.6.1
Agnesi - Makaron tagliatelle;Makarony i produkty makaronowe;01.1.1.6
Pomidory z bazylią i czosnkiem ;Warzywa suszone i pozostałe przetwory warzywne;01.1.7.3
Dorsz atlantycki filet mrożony ;Ryby mrożone;01.1.3.2
Ser Le Rustique plastry łagodny ;Sery i twarogi;01.1.4.5
Tesco słodzik stołowy na bazie Aspartamu granulowany 75 g;Sztuczne substytuty cukru;01.1.8.6
Majonez Kielecki 500 ml;Sosy, przyprawy;01.1.9.1
Ser Kozi Euroser ;Sery i twarogi;01.1.4.5
Ser zbójnik ;Sery i twarogi;01.1.4.5
Piotr i Paweł - groszek konserwowy ;Warzywa suszone i pozostałe przetwory warzywne;01.1.7.3
Fruxi Fresh 100% sok tłoczony ze świeżych owoców jabłko i truskawka 250 ml;Soki owocowe i warzywne;01.2.2.3
Auchan - Mieszanka żurawiny, rodzynek oraz orzechów;Owoce suszone i orzechy;01.1.6.3
Ser Hochland Fit Gouda topiony plastry ;Sery i twarogi;01.1.4.5
Rio Mare Insalatissime Texana e Tonno Gotowe danie z warzyw i tuńczyka 160 g;Pozostałe przetwory z ryb i owoców morza;01.1.3.6
Szare kluski ;Ziemniaki;01.1.7.4
Bieluch - Jogurt naturalny;Jogurt;01.1.4.4
Zott Primo Jogurt typ grecki 330 g;Jogurt;01.1.4.4
Lipton - Yellow Label Tea granulowana;Herbata;01.2.1.2
Tesco Gorgonzola piccante Ser miękki tłusty 200 g;Sery i twarogi;01.1.4.5
Galaretka Winiary poziomkowa;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Pasta z pieczeni  Z pieczonej wieprzowiny;Pozostałe przetwory mięsne;01.1.2.8
Tesco Ruccola 80 g;Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
Knorr danie w kubku makaron śmietana z ziołami ;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Sos Schwartau malinowy ;Wyroby cukiernicze;01.1.8.4
Dr. Oetker - Lukier klasyczny biały;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Sos pieczarkowy knorr ;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
E. Wedel Premium Czekolada mleczna 220 g;Czekolada;01.1.8.3
Fortuna - Sok  wielowarzywny;Soki owocowe i warzywne;01.2.2.3
Tiger Zero Gazowany napój energetyzujący bez cukru 250 ml;Napoje orzeźwiające;01.2.2.2
Mediterranea - Makaron  papardelle;Makarony i produkty makaronowe;01.1.1.6
Lody Oreo popcorn ;Lody;01.1.8.5
Graal - Filet z makreli w oleju;Pozostałe przetwory z ryb i owoców morza;01.1.3.6
Flora Gold Tłuszcz roślinny do smarowania 400 g;Margaryna i inne tłuszcze roślinne;01.1.5.2
Wadowice Skawa - Wafelek Elitesse De Luxe przekładany kremem kakaow...;Pozostałe wyroby piekarskie;01.1.1.4
CAOTINA CZEKOLADA PICIA DESEROWA WYPRZEDAŻ TOWARU;Kakao i czekolada w proszku;01.2.1.3
Napój dr witt z czarnej porzeczki i granatu pet ;Napoje orzeźwiające;01.2.2.2
Magnum Mini Classic Almond White Lody 330 ml (6 sztuk);Lody;01.1.8.5
Oskroba - Chleb złocisty krojony;Pieczywo;01.1.1.3
GRAAL Filety z makreli w sosie pomidorowym 120 g;Pozostałe przetwory z ryb i owoców morza;01.1.3.6
Kości szpikowe z jelenia;Pozostałe mięsa;01.1.2.5
Masło Gostyń Extra ;Masło;01.1.5.1
Rice Dream - Napój ryżowy naturalny;Pozostałe produkty mleczne;01.1.4.6
OSM Grodzisk Mazowiecki latteó Mozzarella naturalna 250 g;Sery i twarogi;01.1.4.5
Czekolada luksusowa mleczna z orzechami ;Czekolada;01.1.8.3
Ośmiorniczki Baby (6-8szt.);Owoce morza świeże lub chłodzone;01.1.3.3
Kotanyi - Szafran oryginalny;Sól, przyprawy korzenne i zioła kulinarne;01.1.9.2
7 Days Bake Rolls Chrupki chlebowe o smaku czosnku 160 g;Pozostałe wyroby piekarskie;01.1.1.4
Ocetix - Sos tatarski;Sosy, przyprawy;01.1.9.1
Gerber - Sok jabłko i wiśnia;Soki owocowe i warzywne;01.2.2.3
Musli żurawinowe ;Płatki śniadaniowe;01.1.1.7
Smaki Victorii bananowo-marchwiowo-jabłkowy ;Soki owocowe i warzywne;01.2.2.3
Szynka szwarcwaldzka Goldoni ;Wędliny;01.1.2.7
Magnum - White Lody waniliowe z białą czekoladą;Lody;01.1.8.5
kiełki słonecznika świeże bio tacka;Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
Orangina - Napój Red Orange gazowany;Napoje orzeźwiające;01.2.2.2
Saltletts Słone paluszki 250 g;Pozostałe wyroby piekarskie;01.1.1.4
Erytrol Erytrytol Słodzik Naturalny 500g;Sztuczne substytuty cukru;01.1.8.6
