kod czteroznakowy;Nazwa;Synteza;Zadania;Uwagi
8142;Operatorzy maszyn do produkcji wyrobów z tworzyw sztucznych;Operatorzy maszyn do produkcji wyrobów z tworzyw sztucznych obs³uguj¹ i monitoruj¹ pracê maszyn ugniataj¹cych i mieszaj¹cych mieszanki tworzyw sztucznych celem uzyskania wyrobów z tworzyw sztucznych oraz maszyn wytwarzaj¹cych komponenty i wyroby z tworzyw sztucznych.;"Zadania wykonywane przez operatorów maszyn do produkcji wyrobów z tworzyw sztucznych zazwyczaj obejmuj¹: obs³ugê i monitorowanie dzia³ania maszyn do ugniatania i mieszania mieszanek celem uzyskania wyrobów z tworzyw sztucznych; obs³ugê i monitorowanie dzia³ania maszyn kszta³tuj¹cych wyroby z tworzyw sztucznych poprzez ich: formowanie, wyt³aczanie, wydmuchiwanie, itp.; obs³ugê i monitorowanie dzia³ania maszyn laminuj¹cych tworzywa sztuczne oraz impregnuj¹cych materia³y tworzywami sztucznymi; nak³adanie pow³oki z tworzyw sztucznych na niepowleczone druty, przewody, kable lub œwiat³owody; badanie gotowych produktów pod k¹tem usterek i zgodnoœci ze specyfikacjami; recykling odpadów z tworzyw sztucznych; produkcjê sztucznych oczu oraz soczewek kontaktowych, produkcjê i naprawy oprawek okularowych oraz czêœci przyrz¹dów ortopedycznych wykonanych z tworzyw sztucznych; wykonywanie innych zadañ pokrewnych. Do ich zadañ mo¿e tak¿e nale¿eæ nadzorowanie innych pracowników.";
8143;Operatorzy maszyn do produkcji wyrobów papierniczych;" 
Operatorzy maszyn do produkcji wyrobów papierniczych obs³uguj¹ i monitoruj¹ 
dzia³anie maszyn przygotowuj¹cych pó³produkty oraz wytwarzaj¹cych pude³ka, 
koperty, torby i inne artyku³y z papieru, kartonu, tektury i podobnych materia³ów";"Zadania wykonywane przez operatorów maszyn do produkcji wyrobów papierniczych zazwyczaj obejmuj¹: obs³ugê i monitorowanie maszyn kroj¹cych i wykrawaj¹cych w celu otrzymania zwoików lub arkuszy papieru i tektury do bezpoœredniego u¿ytku albo dalszego przerobu; obs³ugê i monitorowanie maszyn do produkcji papieru i tektury falistej; obs³ugê i monitorowanie pracy maszyn przyklejaj¹cych papier do tektury, tn¹cych i przegniataj¹cych kartonowy lub tekturowy wykrój w celu uformowania pó³fabrykatów; obs³ugê i monitorowanie maszyn do pokrywania powierzchni papieru czy tektury warstw¹ lakieru lub przezroczyst¹ foli¹ w celu podniesienia wizualnych walorów powierzchni, zwiêkszenia jej odpornoœci mechanicznej i odpornoœci na czynniki zewnêtrzne; obs³ugê i monitorowanie pras wytwarzaj¹cych papierowe, kartonowe lub tekturowe kubki i inne pojemniki; obs³ugê i monitorowanie pracy maszyn tn¹cych, zginaj¹cych i przyklejaj¹cych papier w celu wykonania kopert i toreb papierowych lub z podobnych materia³ów; obs³ugê i monitorowanie maszyn do produkcji sznurka, tulei i opakowañ zwijanych; wykonywanie innych zadañ pokrewnych. Do ich zadañ mo¿e tak¿e nale¿eæ nadzorowanie innych pracowników.";
8151;Operatorzy maszyn przêdzalniczych i pokrewni;Operatorzy maszyn przêdzalniczych i pokrewni obs³uguj¹ i monitoruj¹ pracê maszyn do przygotowywania w³ókien tekstylnych oraz do przêdzenia, skrêcania i nawijania na szpulê wytworzonej przêdzy i nici.;"Zadania wykonywane przez operatorów maszyn przêdzalniczych i pokrewnych zazwyczaj obejmuj¹: obs³ugê i monitorowanie pracy maszyn do rozluŸniania we³ny na w³ókna oraz maszyn do prania i suszenia we³ny; obs³ugê i monitorowanie pracy maszyn czyszcz¹cych i przetwarzaj¹cych odpady z przêdz we³nianych; obs³ugê i monitorowanie pracy maszyn przeznaczonych do wydobywania w³ókien d³ugich i paku³ ze s³omy lnianej lub konopnej; obs³ugê i monitorowanie pracy maszyn ³¹cz¹cych pojedyncze w³ókna tekstylne w jednorodn¹ mieszankê; obs³ugê i monitorowanie pracy maszyn do czyszczenia i spulchniania w³ókien tekstylnych, wytwarzania z nich taœm przêdzy, wyczesywania ich oraz ³¹czenia taœm w zwoje; obs³ugê i monitorowanie pracy rozci¹garek w celu wyrównania gruboœci taœm i równoleg³ego u³o¿enia w³ókien; obs³ugê i monitorowanie pracy maszyn wyci¹gaj¹cych taœmy otrzymane z wyci¹garki i skrêcaj¹cych je w niedoprzêd; obs³ugê i monitorowanie pracy maszyn do przêdzenia nici i przêdzy z niedoprzêdu, nawijania dwu lub wiêcej nici na szpulê, skrêcania dwu lub wiêkszej liczby splotów przêdzy albo nici w pojedynczy, grubszy i bardziej wytrzyma³y splot; obs³ugê i monitorowanie urz¹dzeñ do koñcowej obróbki przêdzy, w tym m.in.: urz¹dzeñ do stabilizacji skrêtu nitek po procesach przêdzenia i skrêcania, w celu wyeliminowania sk³onnoœci nitek do samorzutnego odkrêcania siê, urz¹dzeñ do wykurczania nitek w celu uzyskania w³óczki puszystej albo przewijania przêdzy lub nici z jednego";
8152;Operatorzy maszyn tkackich i dziewiarskich;Operatorzy maszyn tkackich i dziewiarskich obs³uguj¹ i monitoruj¹ krosna i maszyny dziewiarskie oraz maszyny pokrewne stosowane do wytwarzania: tkanin, wyrobów pasmanteryjnych i dywanowych, dzianin metra¿owych i dekoracyjnych, dziewiarskich wyrobów odzie¿owych, itp.;"Zadania wykonywane przez operatorów maszyn tkackich i dziewiarskich zazwyczaj obejmuj¹: obs³ugê i monitorowanie krosien czó³enkowych i bezczó³enkowych do wytwarzania tkanin bawe³nianych i bawe³nopodobnych, we³nianych i we³nopodobnych, jedwabnych, lnianych, o ró¿norodnym przeznaczeniu u¿ytkowym; obs³ugê i nadzorowanie krosien oraz maszyn ig³owych do wytwarzania wyrobów dywanowych i pluszowych; obs³ugê i monitorowanie krosien, plecionkarek i koronkarek do wytwarzania wyrobów pasmanteryjnych: taœm tkanych, aksamitek, wstawek i koronek itp.; obs³ugê i monitorowanie maszyn dziewiarskich, takich, jak: osnowarki, szyde³karki, falowarki, przeznaczonych do wytwarzania dzianin metra¿owych, firanek, koronek, dziewiarskich wyrobów odzie¿owych oraz poñczoszniczych; obs³ugê i monitorowanie hafciarek przeznaczonych do wykonywania haftu na tkaninach; obs³ugê i monitorowanie cewiarek w¹tku oraz snowarek, klejarek, wi¹zarek osnów; obs³ugê i monitorowanie nawijarek do formowania wielobarwnych nawojów osnowy przeznaczonych do zasilania osnow¹ runow¹ dywanowych krosien aksminster; sprawdzanie stanu krosien tkackich celem stwierdzenia przyczyn zatrzymania siê krosna, takich jak: nadmierne wype³nienie osnow¹, z³amanie nicielnicy lub usterki mechaniczne; dokonywanie napraw lub wymiany zu¿ytych lub niesprawnych igie³ i innych elementów; czyszczenie, oliwienie i smarowanie maszyn; wykonywanie innych zadañ pokrewnych. Do ich zadañ mo¿e tak¿e nale¿eæ nadzorowanie innych pracowników.";
8153;Operatorzy maszyn do szycia;Operatorzy maszyn do szycia obs³uguj¹ i monitoruj¹ dzia³anie maszyn do szycia, s³u¿¹cych do wytwarzania, naprawiania, cerowania i regeneracji wyrobów w³ókienniczych, futrzarskich, syntetycznych lub skórzanych, do haftowania wzorów ozdobnych na ubiorach lub innych materia³ach, a tak¿e do wykonywania dziurek, przyszywania guzików i przytwierdzania nitów rurkowych do ubiorów.;"Zadania wykonywane przez operatorów maszyn do szycia zazwyczaj obejmuj¹: obs³ugê specjalistycznych, jedno- lub wieloig³owych maszyn do szycia wyrobów z tkanin, dzianin, skór i tworzyw skóropodobnych, filców itp.; obs³ugê";
8154;Operatorzy maszyn wykoñczalniczych wyrobów w³ókienniczych;Operatorzy maszyn wykoñczalniczych wyrobów w³ókienniczych obs³uguj¹ i monitoruj¹ pracê maszyn biel¹cych, kurcz¹cych, barwi¹cych w³ókna, przêdze, tkaniny lub wyroby dziewiarskie i poddaj¹ce je innym formom obróbki.;"Zadania wykonywane przez operatorów maszyn wykoñczalniczych wyrobów w³ókienniczych zazwyczaj obejmuj¹: uruchamianie i monitorowanie maszyn i urz¹dzeñ do bielenia, barwienia lub innego przetwarzania i wykañczania materia³ów, przêdzy, nici i/lub innych wyrobów w³ókienniczych; nadzorowanie pracy maszyn kurcz¹cych utkane lub dziane tkaniny do okreœlonego rozmiaru lub wzmacniaj¹cych ich splot; obs³ugê i monitorowanie pracy maszyn do obróbki jedwabiu celem nadania mu okreœlonego wygl¹du i ciê¿aru; obs³ugê i monitorowanie pracy maszyn impregnuj¹cych wyroby w³ókiennicze za pomoc¹ œrodków chemicznych, aby nadaæ im cechê wodoodpornoœci; barwienie wyrobów celem zmiany lub przywrócenia ich kolorów; obs³ugê i nadzorowanie pracy maszyn stabilizuj¹cych i nadaj¹cych wyrobom w³ókienniczym po³ysk lub inny rodzaj wykoñczenia; nadzorowanie ró¿nych automatycznych maszyn czesz¹cych i poleruj¹cych skóry futerkowe; obs³ugê maszyn czyszcz¹cych, sterylizuj¹cych i spulchniaj¹cych pierze i filc; czyszczenie maszyn oraz wykonywanie prostych czynnoœci konserwacyjnych.";
8155;Operatorzy maszyn do wyprawiania futer i skór;Operatorzy maszyn do wyprawiania futer i skór obs³uguj¹ i monitoruj¹ dzia³anie maszyn do mechanicznej i chemicznej obróbki skóry lub obróbki skórek futro- lub we³nodajnych w procesach przygotowania, garbowania i wykañczania w celu wyprodukowania wyrobów skórzanych i wyprawionych futer.;"Zadania wykonywane przez operatorów maszyn do wyprawiania futer i skór zazwyczaj obejmuj¹: obs³ugê i monitorowanie pracy maszyn oddzielaj¹cych miêso i t³uszcz od skór surowych i skórek celem ich wyczyszczenia i zmiêkczenia przed rozpoczêciem przetwarzania; obs³ugê i monitorowanie pracy maszyn do usuwania d³ugiego i grubego w³osia ze skór futerkowych, przycinania w³osia do równej";
8156;Operatorzy maszyn do produkcji obuwia i pokrewni;Operatorzy maszyn do produkcji obuwia i pokrewni obs³uguj¹ i monitoruj¹ pracê maszyn do produkcji obuwia standardowego i specjalnego, wyrobów kaletniczych i rymarskich, wykonanych g³ównie ze skóry.;"Zadania wykonywane przez operatorów maszyn do produkcji obuwia i pokrewnych pracowników zazwyczaj obejmuj¹: obs³ugê i monitorowanie pracy maszyn wycinaj¹cych czêœci obuwia; obs³ugê i monitorowanie pracy maszyn zszywaj¹cych czêœci obuwia, wykonuj¹cych obróbkê krawêdzi, poleruj¹cych lub nak³adaj¹cych wzory; obs³ugê i monitorowanie pracy maszyn do monta¿u obuwia i wykonuj¹cych czynnoœci wykoñczeniowe; obs³ugê i monitorowanie maszyn do produkcji toreb podró¿nych, toreb podrêcznych, pasków i innych akcesoriów, a tak¿e innych przedmiotów, takich jak: siod³a, obro¿e lub uprzê¿e, wykonywanie innych zadañ pokrewnych.";
8157;Operatorzy maszyn do prania;Operatorzy maszyn do prania obs³uguj¹ i nadzoruj¹ maszyny do prania, chemicznego czyszczenia, barwienia i prasowania odzie¿y, bielizny i innych wyrobów w³ókienniczych w pralniach i punktach prania chemicznego.;"Zadania wykonywane przez operatorów maszyn do prania zazwyczaj obejmuj¹: przygotowywanie partii technologicznych do prania lub czyszczenia: segregowanie bielizny i odzie¿y pod wzglêdem koloru, asortymentu, stopnia zabrudzenia i rodzaju w³ókien; zapieranie lub kierowanie do zapierania odzie¿y szczególnie zabrudzonej, usuwanie plam i zacieków; obs³ugiwanie i monitorowanie pralnic i pralnico-wirówek s³u¿¹cych do prania bielizny i odzie¿y";
8159;Operatorzy maszyn do produkcji wyrobów w³ókienniczych, futrzarskich i skórzanych gdzie indziej niesklasyfikowani;Ta grupa elementarna obejmuje operatorów maszyn do produkcji wyrobów w³ókienniczych, futrzarskich i skórzanych niesklasyfikowanych w innych podgrupach grupy 815 Operatorzy maszyn do produkcji wyrobów w³ókienniczych, futrzarskich i skórzanych. Grupa ta obejmuje na przyk³ad osoby zajmuj¹ce siê obs³ug¹ i monitorowaniem pracy maszyn do produkcji w³óknin i przêdzin, kapeluszy, namiotów lub wyrobów, takich jak: plecionki i inne wykoñczenia oraz maszyn do przygotowywania materia³ów i elementów tapicerskich, nawarstwiania tkanin, wykrawania elementów wyrobów i ich klejenia.;"Zadania wykonywane przez operatorów maszyn do produkcji wyrobów w³ókienniczych, futrzarskich i skórzanych gdzie indziej niesklasyfikowanych zazwyczaj obejmuj¹: obs³ugê i monitorowanie maszyn do produkcji w³óknin ig³owanych, ig³owano-wykurczanych, klejonych i przeszywanych lub wytwarzanych systemem mokrym; obs³ugê i monitorowanie maszyn do wytwarzania przêdzin p³askich lub z okryw¹ pêtlow¹; obs³ugê i monitorowanie maszyn do sk³adania tkanin w odcinki o odmierzonej d³ugoœci; obs³ugê i monitorowanie maszyn do wykrawania elementów wyrobów oraz ³¹czenia elementów wyrobów metod¹ klejow¹; obs³ugê i monitorowanie ró¿nego rodzaju maszyn s³u¿¹cych do przygotowywania tapicerskich materia³ów wyœció³kowych oraz wykonywania czêœci tapicerowanych mebli lub innych wyrobów; obs³ugê i monitorowanie pracy maszyn do formowania kapeluszy z wyrobów w³ókienniczych, futrzarskich lub skórzanych; obs³ugê i monitorowanie pracy maszyn do produkcji takich wyrobów, jak: wst¹¿ki, tasiemki, wyroby powroŸnicze, liny, szpagaty i wyroby sieciowe; obs³ugê i monitorowanie pracy maszyn do nawijania nici, sznurków lub przêdzy w k³êbki, przygotowuj¹c je do wysy³ki lub dalszego przetwarzania; okresowe czyszczenie maszyn i urz¹dzeñ oraz wykonywanie prostych czynnoœci konserwacyjnych.";
8160;Operatorzy maszyn i urz¹dzeñ do produkcji wyrobów spo¿ywczych i pokrewni;"Operatorzy maszyn do produkcji wyrobów spo¿ywczych i pokrewni ustawiaj¹ i obs³uguj¹ maszyny do uboju zwierz¹t, oddzielania miêsa od tusz; wypiekania, zamra¿ania, podgrzewania, rozgniatania, mieszania i innych form przetwarzania artyku³ów spo¿ywczych, napojów i tytoniu.";"Zadania wykonywane przez operatorów maszyn do produkcji wyrobów spo¿ywczych i pokrewnych pracowników zazwyczaj obejmuj¹: obs³ugê i monitorowanie pracy maszyn do uboju zwierz¹t i drobiu, ciêcia tusz miêsnych i rybich na standardowe kawa³ki; nastawianie i obs³ugê maszyn i pieców stosowanych do mieszania sk³adników, formowania ciasta i wypiekania pieczywa i wyrobów ciastkarskich; obs³ugê urz¹dzeñ do przygotowania i mieszania surowców oraz prowadzenia procesu fermentacji przy produkcji piwa, wina, wyrobów spirytusowych, octu, dro¿d¿y i pokrewnych produktów; obs³ugê urz¹dzeñ do produkcji d¿emów, wyrobów cukierniczych, czekolady, lodów, makaronów, kie³bas, serów, mas³a i innych t³uszczów jadalnych, m¹czki ziemniaczanej i dekstryny; obs³ugê urz¹dzeñ do ch³odzenia, podgrzewania, suszenia, pieczenia, blanszowania, pasteryzowania, wêdzenia, sterylizowania, zamra¿ania, odparowywania i koncentrowania artyku³ów spo¿ywczych i p³ynów, wykorzystywanych w procesach przetwarzania ¿ywnoœci; rozcieranie na miazgê, mielenie, sporz¹dzanie mieszanek i oddzielanie p³ynów za pomoc¹ sprzêtu prasuj¹cego, przesiewaj¹cego, miel¹cego i filtruj¹cego; obs³ugê maszyn do obróbki liœci tytoniu i wyrobu papierosów; czyszczenie, mycie, dezynfekowanie i konserwowanie maszyn i urz¹dzeñ; wykonywanie innych zadañ pokrewnych.";
8171;Operatorzy urz¹dzeñ do wyrobu masy papierniczej i produkcji papieru;Operatorzy urz¹dzeñ do wyrobu masy papierniczej i produkcji papieru obs³uguj¹ i monitoruj¹ pracê maszyn do przetwarzania drewna i innych materia³ów celulozowych (makulatury, s³omy) na masê papiernicz¹, maszyn stosowanych przy wytwarzaniu papieru i tektury oraz urz¹dzeñ do uszlachetniania papieru.;"Zadania wykonywane przez operatorów urz¹dzeñ do wyrobu masy papierniczej i produkcji papieru zazwyczaj obejmuj¹: obs³ugê i monitorowanie pracy rêbaków i maszyn do œcierania drewna; obs³ugê i monitorowanie pracy urz¹dzeñ sortuj¹cych, biel¹cych, warników, mieszalników, aparatów myj¹cych i innych urz¹dzeñ do przetwarzania masy w³óknistej na masê papiernicz¹; obs³ugê i monitorowanie pracy maszyn formuj¹cych papier lub tekturê z mokrej masy papierniczej, kalandrów stosowanych do nadawania odpowiedniej g³adkoœci lub po³ysku albo wyt³aczania papieru oraz urz¹dzeñ do impregnowania lub powlekania papierów i tektur mieszankami pigmentowo-klejowymi; obs³ugê i nadzorowanie urz¹dzeñ towarzysz¹cych, s³u¿¹cych do zwijania, przewijania i przecinania papieru; kontrolê rozruchu i zakoñczenia pracy maszyn i urz¹dzeñ wykorzystywanych w trakcie procesu produkcyjnego oraz obserwowanie wskaŸników i przyrz¹dów pomiarowych stanowi¹cych ich wyposa¿enie w celu wykrycia nieprawid³owoœci w dzia³aniu maszyn oraz upewnienia siê, ¿e";
8172;Operatorzy maszyn i urz¹dzeñ do obróbki drewna;Operatorzy maszyn i urz¹dzeñ do obróbki drewna obs³uguj¹, kontroluj¹ i monitoruj¹ pracê zautomatyzowanych maszyn do pi³owania drewna na surowiec drzewny, pozyskania forniru, wyrobu sklejki i ró¿nego rodzaju p³yt oraz przygotowuj¹cych drewno do dalszego u¿ytku.;"Zadania wykonywane przez operatorów maszyn i urz¹dzeñ do obróbki drewna zazwyczaj obejmuj¹: badanie k³ód i surowca drzewnego w celu okreœlenia rozmiaru, stanu, jakoœci i innych cech koniecznych do podjêcia decyzji co do najlepszego sposobu ciêcia lub obs³ugê zautomatyzowanego sprzêtu do przesuwania k³ód przez skaner laserowy, który okreœla najbardziej wydajne i korzystne wzory ciêæ; obs³ugê i monitorowanie systemu podajników i przenoœników k³ód; obs³ugê i monitorowanie pracy zautomatyzowanych maszyn tartacznych z pozycji sterowni lub konsoli sprzêtu: pi³ g³owicowych, pi³ rozdzielczych oraz pi³ wieloostrzowych, s³u¿¹cych do pi³owania k³ód, œcinania krawêdzi, pi³owania p³yt oraz obrabiania chropowatych krawêdzi spi³owanego surowca drzewnego celem przetworzenia go na drewno obrobione o ró¿nych rozmiarach, a tak¿e maszyn do pi³owania i rozdrabniania pêkniêtych kawa³ków drewna; obs³ugê i monitorowanie pracy rdzeniarki do produkcji sklejki oraz pras do sklejki wyposa¿onych w p³yty grzejne, maszyn do ciêcia forniru oraz maszyn do wytwarzania p³yt pilœniowych, wiórowych i paŸdzierzowych; czyszczenie i smarowanie maszyn tartacznych; wykonywanie innych zadañ pokrewnych.";
