id;nazwa;zadania;kod;zadania_en
0130;Rozmnażanie roślin; produkcję wszelkiego wegetatywnego materiału nasadzeniowego, w tym sadzonek, odrostów i siewek do bezpośredniego rozmnażania roślin lub do tworzenia materiału do szczepienia roślin, do którego szczepi się wybrane zrazy w celu ewentualnego sadzenia w celu uzyskania plonów. Klasa ta obejmuje: uprawę roślin do sadzenia. uprawę roślin do celów ozdobnych, w tym darni do przesadzania. uprawę żywych roślin na cebulki, bulwy i korzenie. sadzonki i zrazy. grzybnię. prowadzenie szkółek drzew, z wyjątkiem szkółek drzew leśnych. ;sty.30; the production of all vegetative planting materials, including cuttings, suckers and seedlings for direct plant propagation or to create plant grafting stock into which selected scion is grafted for eventual planting to produce crops. growing of plants for planting.growing of plants for ornamental purposes, including turf for transplanting.growing of live plants for bulbs, tubers and roots. cuttings and slips. mushroom spawn.operation of tree nurseries, except forest tree nurseries. 
0141;Chów i hodowla bydła mlecznego;chów i hodowla bydła mlecznego i/lub bawołów. produkcja surowego mleka od krów lub bawołów. produkcja nasienia bydła ras mlecznych. ;sty.41; raising and breeding of dairy cattle and/or buffaloes.production of raw milk from cows or buffaloes.production of bovine semen of dairy breeds. 
0142;Chów i hodowla pozostałego bydła i bawołów;  chów i hodowlę bydła i bawołów na mięso. produkcję nasienia bydła ras mięsnych. Klasa ta obejmuje również: chów i hodowlę bydła pociągowego lub bawołów - chów i hodowlę byków bojowych;sty.42; raising and breeding of cattle and buffaloes for meat.production of bovine semen of meat breeds. This class also includes:  raising and breeding of draft cattle or buffaloes- raising and breeding of fighting bulls
0143;Chów i hodowla koni i pozostałych zwierząt koniowatych;Chów i hodowla koni i pozostałych zwierząt koniowatych. osłów, mułów lub osłomułów, bez względu na cel. ;sty.43; raising and breeding of horses, asses, mules or hinnies, disregarding the purpose. 
0144;Chów i hodowla wielbłądów i zwierząt wielbłądowatych;Chów i hodowla wielbłądów i zwierząt wielbłądowatych;sty.44; raising and breeding of camels (dromedary) and camelids. 
0145;Chów i hodowla owiec i kóz;Chów i hodowla owiec i kóz;sty.45; raising and breeding of sheep and goats.production of raw sheep or goat milk.production of raw wool. 
0146;Chów i hodowla świń;Chów i hodowla świń;sty.46; raising and breeding of swine and pigs. 
0147;Chów i hodowla drobiu;Chów i hodowla drobiu;sty.47; raising and breeding of poultry, e.g.: chickens, turkeys, ducks, geese, quails, ostriches, guinea fowls.production of eggs from poultry.operation of poultry hatcheries.automated egg hatching for poultry. 
0147;Chów i hodowla drobiu;chów i hodowlę: strusi i emu;sty.47; raising and breeding of poultry, e.g.: chickens, turkeys, ducks, geese, quails, ostriches, guinea fowls.production of eggs from poultry.operation of poultry hatcheries.automated egg hatching for poultry. 
0147;Chów i hodowla drobiu;automatyczny wylęg jaj na drób;sty.47; raising and breeding of poultry, e.g.: chickens, turkeys, ducks, geese, quails, ostriches, guinea fowls.production of eggs from poultry.operation of poultry hatcheries.automated egg hatching for poultry. 
0148;Chów i hodowla pozostałych zwierząt;chów i hodowla pozostałych zwierząt, włączając częściowo oswojone: ptaków, z wyłączeniem drobiu, owadów, królików i pozostałych zwierząt futerkowych, reniferów, produkcja skór zwierząt futerkowych, gadów lądowych (na przykład węży, żółwi) lub ptaków w gospodarstwach hodowlanych, chów i hodowla gadów lądowych, chów i hodowla robaków, mięczaków, w tym ślimaków i tym podobnych  zwierząt lądowych, chów i hodowla jedwabników. produkcję kokonów jedwabników, chów i hodowla pszczół. produkcję produktów pszczelich, na przykład: miodu, wosku pszczelego, propolisu, plastrów miodu oraz pozostałych produktów pszczelich, jadu pszczelego, rozmnażanie pszczół na sprzedaż, chów i hodowla zwierząt domowych, z wyłączeniem ryb, na przykład: kotów i psów, ptaków, na przykład papużek, chomików.;sty.48; raising and breeding of semi-domesticated or other live animals: birds (except poultry).insects.rabbits and other fur animals.reindeer.production of fur skins from farming reptiles, e.g. snakes and turtles or bird skins from ranching operations.breeding and raising of reptiles.operation of land worm farms, land mollusc farms, land snail farms etc..raising of silk worms, production of silk worm cocoons.bee-keeping and production of, e.g. honey, beeswax, bee propagation for sale, propolis, bee poisoning, honeycomb.raising and breeding of pet animals (except fish), e.g.: cats and dogs.birds, e.g. parakeets.hamsters. 
0148;Chów i hodowla pozostałych zwierząt;chów i hodowla gadów wodnych (słonowodnych lub słodkowodnych);sty.48; raising and breeding of semi-domesticated or other live animals: birds (except poultry).insects.rabbits and other fur animals.reindeer.production of fur skins from farming reptiles, e.g. snakes and turtles or bird skins from ranching operations.breeding and raising of reptiles.operation of land worm farms, land mollusc farms, land snail farms etc..raising of silk worms, production of silk worm cocoons.bee-keeping and production of, e.g. honey, beeswax, bee propagation for sale, propolis, bee poisoning, honeycomb.raising and breeding of pet animals (except fish), e.g.: cats and dogs.birds, e.g. parakeets.hamsters. 
0150;Uprawy rolne połączone z chowem i hodowlą zwierząt (działalność mieszana);Uprawy rolne połączone z chowem i hodowlą zwierząt (działalność mieszana);sty.50; the combined production of crops and animals without a specialised production of crops or animals. 
0161;Działalność usługowa wspomagająca produkcję roślinną;Działalność usługowa wspomagająca produkcję roślinną;sty.61; crop production activities on a fee or contract basis: preparation of fields.establishing a crop.treatment of crops.crop spraying, including by air.trimming of fruit trees and vines.transplanting of rice, thinning of beets.harvesting.pest control (including rabbits) in connection with agriculture.operation of agricultural irrigation equipment. This class also includes:  provision of agricultural machinery with operators and crew.maintenance of own or leased land keeping it in good condition, without agricultural production
0162;Działalność usługowa wspomagająca chów i hodowlę zwierząt gospodarskich;działalność związana z chowem i chodowlą zwierząt, świadczoną na zlecenie, w zakresie: działalności promujących wzrost produkcji zwierząt, opieki nad stadem, wypasania cudzego inwentarza, trzebienia kogutów, czyszczenia kojców i tym podobne., działalności związanych ze sztucznym unasiennianiem, kolczykowania zwierząt,  korekty racic, usuwania poroża, obcinania kiełków u prosiąt, kurtyzacji zwierząt gospodarskich (obcinanie ogonków), przygotowania zwierząt gospodarskich do wystaw i pokazów, strzyżenia owiec, prowadzenia schronisk dla zwierząt gospodarskich, usługi podkuwania koni.;sty.62; animal production activities on a fee or contract basis: activities to promote propagation, growth and output of animals.herd testing services, droving services, agistment services, poultry caponising, coop cleaning etc..activities related to artificial insemination.stud services.sheep shearing.farm animal boarding and care. This class also includes:  activities of farriers
